sub	ses	block	n_targets	n_fill	n_trials	n_acc	p_acc	n_target_hit	p_target_hit	n_target_miss	p_target_miss	n_fill_corr	p_fill_corr	n_fill_fa	p_fill_fa	p_target_ba	rt_mean_target_hit	rt_med_target_hit
128.0	1.0	b0	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	709.062	646.0
128.0	1.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	895.188	902.0
128.0	1.0	b2	16.0	44.0	60.0	51.0	85.0	7.0	43.75	9.0	56.25	44.0	100.0	0.0	0.0	71.875	772.143	698.0
129.0	1.0	b0	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	517.812	518.5
129.0	1.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	587.312	560.0
129.0	1.0	b2	16.0	44.0	60.0	48.0	80.0	6.0	37.5	10.0	62.5	42.0	95.455	2.0	4.545	66.477	505.333	442.0
130.0	1.0	b0	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	752.312	705.0
130.0	1.0	b1	16.0	44.0	60.0	57.0	95.0	14.0	87.5	2.0	12.5	43.0	97.727	1.0	2.273	92.614	816.786	864.5
130.0	1.0	b2	16.0	44.0	60.0	38.0	63.333	12.0	75.0	4.0	25.0	26.0	59.091	18.0	40.909	67.045	900.667	646.0
131.0	1.0	b0	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	479.125	483.5
131.0	1.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	579.062	541.5
131.0	1.0	b2	16.0	44.0	60.0	56.0	93.333	13.0	81.25	3.0	18.75	43.0	97.727	1.0	2.273	89.489	649.615	394.0
132.0	1.0	b0	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	781.25	729.5
132.0	1.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	777.0	740.0
132.0	1.0	b2	16.0	44.0	60.0	51.0	85.0	7.0	43.75	9.0	56.25	44.0	100.0	0.0	0.0	71.875	1166.286	1208.0
133.0	1.0	b0	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	690.188	687.0
133.0	1.0	b1	16.0	44.0	60.0	56.0	93.333	12.0	75.0	4.0	25.0	44.0	100.0	0.0	0.0	87.5	829.833	869.5
133.0	1.0	b2	16.0	44.0	60.0	47.0	78.333	3.0	18.75	13.0	81.25	44.0	100.0	0.0	0.0	59.375	896.0	803.0
1.0	2.0	b0	16.0	44.0	60.0	56.0	93.333	14.0	87.5	2.0	12.5	42.0	95.455	2.0	4.545	91.477	680.857	549.5
1.0	2.0	b1	16.0	44.0	60.0	57.0	95.0	13.0	81.25	3.0	18.75	44.0	100.0	0.0	0.0	90.625	836.231	794.0
1.0	2.0	b2	16.0	44.0	60.0	58.0	96.667	15.0	93.75	1.0	6.25	43.0	97.727	1.0	2.273	95.739	785.333	700.0
2.0	2.0	b0	16.0	44.0	60.0	59.0	98.333	15.0	93.75	1.0	6.25	44.0	100.0	0.0	0.0	96.875	642.2	620.0
2.0	2.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	690.125	768.0
2.0	2.0	b2	16.0	44.0	60.0	51.0	85.0	10.0	62.5	6.0	37.5	41.0	93.182	3.0	6.818	77.841	829.2	676.0
3.0	2.0	b0	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	582.688	586.5
3.0	2.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	625.938	570.5
3.0	2.0	b2	16.0	44.0	60.0	56.0	93.333	15.0	93.75	1.0	6.25	41.0	93.182	3.0	6.818	93.466	812.0	798.0
5.0	2.0	b0	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	554.438	562.0
5.0	2.0	b1	16.0	44.0	60.0	58.0	96.667	16.0	100.0	0.0	0.0	42.0	95.455	2.0	4.545	97.727	782.25	754.5
5.0	2.0	b2	16.0	44.0	60.0	58.0	96.667	15.0	93.75	1.0	6.25	43.0	97.727	1.0	2.273	95.739	1008.8	974.0
6.0	2.0	b0	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	490.375	461.0
6.0	2.0	b1	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	655.188	648.0
7.0	2.0	b0	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	737.875	690.5
7.0	2.0	b1	16.0	44.0	60.0	58.0	96.667	15.0	93.75	1.0	6.25	43.0	97.727	1.0	2.273	95.739	670.067	631.0
7.0	2.0	b2	16.0	44.0	60.0	50.0	83.333	15.0	93.75	1.0	6.25	35.0	79.545	9.0	20.455	86.648	1145.2	1001.0
11.0	2.0	b0	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	462.875	446.5
11.0	2.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	545.875	493.0
11.0	2.0	b2	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	541.062	559.0
17.0	2.0	b0	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	655.938	601.5
17.0	2.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	694.875	695.0
17.0	2.0	b2	16.0	44.0	60.0	58.0	96.667	14.0	87.5	2.0	12.5	44.0	100.0	0.0	0.0	93.75	777.0	640.0
18.0	2.0	b0	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	589.062	573.0
18.0	2.0	b1	16.0	44.0	60.0	57.0	95.0	15.0	93.75	1.0	6.25	42.0	95.455	2.0	4.545	94.602	614.667	568.0
18.0	2.0	b2	16.0	44.0	60.0	59.0	98.333	15.0	93.75	1.0	6.25	44.0	100.0	0.0	0.0	96.875	619.733	547.0
19.0	2.0	b0	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	549.375	540.0
19.0	2.0	b1	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	686.125	664.0
19.0	2.0	b2	16.0	44.0	60.0	54.0	90.0	15.0	93.75	1.0	6.25	39.0	88.636	5.0	11.364	91.193	745.067	687.0
20.0	2.0	b0	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	885.688	828.0
20.0	2.0	b1	16.0	44.0	60.0	58.0	96.667	15.0	93.75	1.0	6.25	43.0	97.727	1.0	2.273	95.739	950.267	977.0
20.0	2.0	b2	16.0	44.0	60.0	58.0	96.667	15.0	93.75	1.0	6.25	43.0	97.727	1.0	2.273	95.739	899.0	909.0
21.0	2.0	b0	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	626.812	568.0
21.0	2.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	624.188	613.5
21.0	2.0	b2	16.0	44.0	60.0	56.0	93.333	13.0	81.25	3.0	18.75	43.0	97.727	1.0	2.273	89.489	856.231	908.0
22.0	2.0	b0	16.0	44.0	60.0	59.0	98.333	15.0	93.75	1.0	6.25	44.0	100.0	0.0	0.0	96.875	717.667	673.0
22.0	2.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	817.312	824.0
22.0	2.0	b2	16.0	44.0	60.0	53.0	88.333	11.0	68.75	5.0	31.25	42.0	95.455	2.0	4.545	82.102	837.273	699.0
23.0	2.0	b0	16.0	44.0	60.0	59.0	98.333	15.0	93.75	1.0	6.25	44.0	100.0	0.0	0.0	96.875	1002.0	981.0
23.0	2.0	b1	16.0	44.0	60.0	58.0	96.667	14.0	87.5	2.0	12.5	44.0	100.0	0.0	0.0	93.75	831.286	858.0
23.0	2.0	b2	16.0	44.0	60.0	52.0	86.667	14.0	87.5	2.0	12.5	38.0	86.364	6.0	13.636	86.932	1001.929	968.5
26.0	2.0	b0	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	733.25	748.0
26.0	2.0	b1	16.0	44.0	60.0	58.0	96.667	15.0	93.75	1.0	6.25	43.0	97.727	1.0	2.273	95.739	828.333	769.0
26.0	2.0	b2	16.0	44.0	60.0	55.0	91.667	12.0	75.0	4.0	25.0	43.0	97.727	1.0	2.273	86.364	933.417	1009.0
28.0	2.0	b0	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	506.0	488.0
28.0	2.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	549.5	534.5
28.0	2.0	b2	16.0	44.0	60.0	58.0	96.667	14.0	87.5	2.0	12.5	44.0	100.0	0.0	0.0	93.75	673.643	689.5
33.0	2.0	b0	16.0	44.0	60.0	58.0	96.667	16.0	100.0	0.0	0.0	42.0	95.455	2.0	4.545	97.727	651.438	674.5
33.0	2.0	b1	16.0	44.0	60.0	56.0	93.333	15.0	93.75	1.0	6.25	41.0	93.182	3.0	6.818	93.466	745.8	818.0
33.0	2.0	b2	16.0	44.0	60.0	47.0	78.333	7.0	43.75	9.0	56.25	40.0	90.909	4.0	9.091	67.33	715.857	713.0
35.0	2.0	b0	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	656.375	638.0
35.0	2.0	b1	16.0	44.0	60.0	57.0	95.0	13.0	81.25	3.0	18.75	44.0	100.0	0.0	0.0	90.625	888.308	875.0
35.0	2.0	b2	16.0	44.0	60.0	54.0	90.0	10.0	62.5	6.0	37.5	44.0	100.0	0.0	0.0	81.25	968.6	934.5
36.0	2.0	b0	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	462.625	478.5
36.0	2.0	b1	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	607.688	562.5
36.0	2.0	b2	16.0	44.0	60.0	56.0	93.333	12.0	75.0	4.0	25.0	44.0	100.0	0.0	0.0	87.5	654.083	608.0
37.0	2.0	b0	16.0	44.0	60.0	58.0	96.667	16.0	100.0	0.0	0.0	42.0	95.455	2.0	4.545	97.727	725.188	722.5
37.0	2.0	b1	16.0	44.0	60.0	59.0	98.333	15.0	93.75	1.0	6.25	44.0	100.0	0.0	0.0	96.875	810.0	756.0
37.0	2.0	b2	16.0	44.0	60.0	44.0	73.333	11.0	68.75	5.0	31.25	33.0	75.0	11.0	25.0	71.875	822.091	863.0
38.0	2.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	488.938	478.0
38.0	2.0	b2	16.0	44.0	60.0	58.0	96.667	15.0	93.75	1.0	6.25	43.0	97.727	1.0	2.273	95.739	543.2	419.0
39.0	2.0	b0	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	750.062	682.5
39.0	2.0	b1	16.0	44.0	60.0	58.0	96.667	15.0	93.75	1.0	6.25	43.0	97.727	1.0	2.273	95.739	773.867	693.0
39.0	2.0	b2	16.0	44.0	60.0	53.0	88.333	12.0	75.0	4.0	25.0	41.0	93.182	3.0	6.818	84.091	819.333	781.0
40.0	2.0	b0	16.0	44.0	60.0	58.0	96.667	16.0	100.0	0.0	0.0	42.0	95.455	2.0	4.545	97.727	535.375	510.0
40.0	2.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	543.312	535.0
40.0	2.0	b2	16.0	44.0	60.0	56.0	93.333	12.0	75.0	4.0	25.0	44.0	100.0	0.0	0.0	87.5	621.667	546.0
41.0	2.0	b0	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	430.625	398.0
41.0	2.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	482.0	404.0
41.0	2.0	b2	16.0	44.0	60.0	53.0	88.333	9.0	56.25	7.0	43.75	44.0	100.0	0.0	0.0	78.125	616.222	684.0
43.0	2.0	b0	16.0	44.0	60.0	57.0	95.0	16.0	100.0	0.0	0.0	41.0	93.182	3.0	6.818	96.591	496.062	508.5
43.0	2.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	637.188	508.5
43.0	2.0	b2	16.0	44.0	60.0	55.0	91.667	13.0	81.25	3.0	18.75	42.0	95.455	2.0	4.545	88.352	691.538	659.0
45.0	2.0	b0	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	442.562	428.0
45.0	2.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	560.188	468.5
45.0	2.0	b2	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	435.688	418.5
49.0	2.0	b0	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	484.188	447.5
49.0	2.0	b1	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	586.188	568.0
49.0	2.0	b2	16.0	44.0	60.0	49.0	81.667	5.0	31.25	11.0	68.75	44.0	100.0	0.0	0.0	65.625	649.6	640.0
51.0	2.0	b0	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	730.5	710.5
51.0	2.0	b1	16.0	44.0	60.0	57.0	95.0	15.0	93.75	1.0	6.25	42.0	95.455	2.0	4.545	94.602	739.467	759.0
51.0	2.0	b2	16.0	44.0	60.0	54.0	90.0	11.0	68.75	5.0	31.25	43.0	97.727	1.0	2.273	83.239	726.909	648.0
52.0	2.0	b0	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	589.188	560.0
52.0	2.0	b1	16.0	44.0	60.0	59.0	98.333	15.0	93.75	1.0	6.25	44.0	100.0	0.0	0.0	96.875	521.867	507.0
52.0	2.0	b2	16.0	44.0	60.0	49.0	81.667	5.0	31.25	11.0	68.75	44.0	100.0	0.0	0.0	65.625	472.6	452.0
54.0	2.0	b0	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	578.75	563.0
54.0	2.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	754.562	723.5
54.0	2.0	b2	16.0	44.0	60.0	51.0	85.0	8.0	50.0	8.0	50.0	43.0	97.727	1.0	2.273	73.864	735.5	762.0
55.0	2.0	b0	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	621.688	587.5
55.0	2.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	786.375	780.0
55.0	2.0	b2	16.0	44.0	60.0	51.0	85.0	7.0	43.75	9.0	56.25	44.0	100.0	0.0	0.0	71.875	795.857	862.0
68.0	2.0	b0	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	616.25	592.0
68.0	2.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	695.438	594.5
68.0	2.0	b2	16.0	44.0	60.0	59.0	98.333	15.0	93.75	1.0	6.25	44.0	100.0	0.0	0.0	96.875	748.467	757.0
71.0	2.0	b0	16.0	44.0	60.0	55.0	91.667	16.0	100.0	0.0	0.0	39.0	88.636	5.0	11.364	94.318	604.125	591.0
71.0	2.0	b1	16.0	44.0	60.0	57.0	95.0	16.0	100.0	0.0	0.0	41.0	93.182	3.0	6.818	96.591	708.0	722.0
71.0	2.0	b2	16.0	44.0	60.0	49.0	81.667	8.0	50.0	8.0	50.0	41.0	93.182	3.0	6.818	71.591	849.625	666.0
74.0	2.0	b0	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	435.812	452.5
74.0	2.0	b1	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	532.938	531.0
74.0	2.0	b2	16.0	44.0	60.0	57.0	95.0	15.0	93.75	1.0	6.25	42.0	95.455	2.0	4.545	94.602	563.0	455.0
78.0	2.0	b0	16.0	44.0	60.0	57.0	95.0	15.0	93.75	1.0	6.25	42.0	95.455	2.0	4.545	94.602	580.933	504.0
78.0	2.0	b1	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	599.75	551.0
78.0	2.0	b2	16.0	44.0	60.0	56.0	93.333	13.0	81.25	3.0	18.75	43.0	97.727	1.0	2.273	89.489	699.538	609.0
80.0	2.0	b0	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	491.062	467.0
80.0	2.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	568.062	547.0
80.0	2.0	b2	16.0	44.0	60.0	58.0	96.667	14.0	87.5	2.0	12.5	44.0	100.0	0.0	0.0	93.75	601.929	607.0
83.0	2.0	b0	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	559.312	569.5
83.0	2.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	613.0	486.0
83.0	2.0	b2	16.0	44.0	60.0	53.0	88.333	9.0	56.25	7.0	43.75	44.0	100.0	0.0	0.0	78.125	616.444	562.0
84.0	2.0	b0	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	494.375	502.0
84.0	2.0	b1	16.0	44.0	60.0	55.0	91.667	14.0	87.5	2.0	12.5	41.0	93.182	3.0	6.818	90.341	587.571	587.0
84.0	2.0	b2	16.0	44.0	60.0	51.0	85.0	7.0	43.75	9.0	56.25	44.0	100.0	0.0	0.0	71.875	888.143	1046.0
89.0	2.0	b0	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	567.812	567.5
89.0	2.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	563.938	538.5
89.0	2.0	b2	16.0	44.0	60.0	56.0	93.333	12.0	75.0	4.0	25.0	44.0	100.0	0.0	0.0	87.5	757.583	697.5
93.0	2.0	b0	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	572.625	538.0
93.0	2.0	b1	16.0	44.0	60.0	41.0	68.333	10.0	62.5	6.0	37.5	31.0	70.455	13.0	29.545	66.477	644.9	535.5
93.0	2.0	b2	16.0	44.0	60.0	48.0	80.0	5.0	31.25	11.0	68.75	43.0	97.727	1.0	2.273	64.489	756.0	784.0
94.0	2.0	b0	16.0	44.0	60.0	58.0	96.667	16.0	100.0	0.0	0.0	42.0	95.455	2.0	4.545	97.727	678.688	606.0
94.0	2.0	b1	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	683.938	625.0
94.0	2.0	b2	16.0	44.0	60.0	51.0	85.0	7.0	43.75	9.0	56.25	44.0	100.0	0.0	0.0	71.875	931.571	677.0
95.0	2.0	b0	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	459.125	447.5
95.0	2.0	b1	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	714.688	667.5
95.0	2.0	b2	16.0	44.0	60.0	50.0	83.333	10.0	62.5	6.0	37.5	40.0	90.909	4.0	9.091	76.705	907.1	938.0
96.0	2.0	b0	16.0	44.0	60.0	60.0	100.0	16.0	100.0	0.0	0.0	44.0	100.0	0.0	0.0	100.0	441.562	456.0
96.0	2.0	b1	16.0	44.0	60.0	59.0	98.333	16.0	100.0	0.0	0.0	43.0	97.727	1.0	2.273	98.864	553.688	560.5
96.0	2.0	b2	16.0	44.0	60.0	54.0	90.0	12.0	75.0	4.0	25.0	42.0	95.455	2.0	4.545	85.227	796.417	795.5
